price,bedrooms,bathrooms,floors,grade,long,lat,zipcode,year,sqft_above,view,HouseAgeGroup
540000.0,5,1.0,2.0,7,-122.3,47.6046,54,2015,1640,0.0,4
375000.0,3,2.0,1.0,7,-122.327,47.7481,62,2014,1330,0.0,3
342000.0,3,1.0,1.0,6,-122.303,47.731,55,2014,720,0.0,4
340000.0,3,1.0,1.0,6,-121.89,47.5329,14,2015,670,0.0,3
1250000.0,5,3.0,2.0,10,-122.213,47.5631,25,2015,2540,2.0,3
693000.0,4,2.0,2.0,10,-122.021,47.5996,38,2014,3160,0.0,1
638500.0,4,2.0,1.0,8,-122.338,47.4355,63,2015,1770,2.0,3
805000.0,5,3.0,2.0,8,-122.029,47.5171,15,2015,2240,0.0,3
250000.0,3,1.0,1.0,7,-122.334,47.4151,68,2014,990,0.0,3
325000.0,3,2.0,2.0,7,-122.025,47.3539,23,2015,1580,0.0,1
270000.0,4,2.0,2.0,7,-122.323,47.5292,46,2015,1560,0.0,2
880000.0,6,2.0,2.0,8,-122.38,47.5771,56,2014,1760,0.0,4
300000.0,2,2.0,1.0,6,-122.356,47.6974,42,2014,1440,0.0,4
290000.0,2,1.0,1.0,6,-122.327,47.7548,62,2014,1200,0.0,4
259950.0,3,1.0,1.0,5,-122.191,47.4958,31,2015,1260,0.0,4
1780000.0,4,3.0,2.0,13,-122.131,47.5303,33,2014,4890,0.0,1
299950.0,3,1.0,1.0,7,-122.168,47.4964,31,2014,1580,0.0,3
483000.0,3,2.0,1.0,8,-122.072,47.7511,39,2015,1330,0.0,2
890000.0,3,2.0,1.0,8,-122.195,47.6534,21,2014,2060,0.0,3
719000.0,3,2.0,2.0,8,-122.383,47.5841,50,2014,1690,1.0,4
785000.0,4,3.0,1.0,8,-122.148,47.4319,32,2014,1920,0.0,2
660000.0,3,2.0,2.0,9,-122.001,47.5542,17,2015,2330,0.0,1
264000.0,4,2.0,1.0,7,-122.172,47.4104,19,2014,1080,0.0,2
575000.0,3,2.0,1.0,8,-122.163,47.5697,5,2014,1890,0.0,3
1220000.0,4,4.0,1.0,10,-122.121,47.7337,36,2014,3820,0.0,2
475000.0,3,2.0,2.0,9,-121.952,47.2568,12,2014,2770,0.0,2
845800.0,4,4.0,2.0,10,-122.184,47.6524,21,2014,3020,0.0,2
352500.0,3,2.0,1.0,7,-122.298,47.7368,62,2014,1170,0.0,3
347000.0,3,1.0,1.0,7,-122.198,47.7604,9,2014,1270,0.0,3
560000.0,4,3.0,2.0,8,-121.999,47.5698,17,2015,1950,0.0,2
323000.0,4,3.0,1.0,7,-122.099,47.2576,40,2015,1330,2.0,2
595000.0,3,2.0,2.0,7,-122.364,47.4693,63,2015,2220,0.0,4
257500.0,4,2.0,1.0,7,-122.197,47.2924,1,2015,1170,0.0,2
450000.0,3,1.0,1.0,7,-122.385,47.5686,50,2014,1100,0.0,4
410000.0,4,1.0,1.0,7,-122.173,47.742,36,2014,900,0.0,3
810000.0,3,2.0,1.0,9,-122.111,47.5867,7,2014,1320,2.0,3
372500.0,5,3.0,1.0,7,-122.263,47.4964,66,2014,1300,0.0,1
325000.0,3,1.0,1.0,7,-122.307,47.7533,62,2014,1050,0.0,3
280000.0,3,1.0,1.0,6,-122.35,47.7476,57,2014,1260,0.0,4
258000.0,3,2.0,1.0,6,-122.308,47.3924,68,2014,880,0.0,4
329950.0,4,1.0,2.0,7,-122.318,47.7512,62,2014,1360,0.0,4
836000.0,4,2.0,1.0,9,-122.15,47.6197,6,2014,2030,0.0,2
365000.0,5,2.0,2.0,8,-122.038,47.352,23,2015,2260,0.0,1
111300.0,2,1.0,1.0,5,-122.223,47.3066,1,2015,1060,0.0,4
864000.0,4,2.0,2.0,10,-122.029,47.655,29,2015,3720,0.0,2
725000.0,3,2.0,1.0,7,-122.195,47.6527,21,2014,1610,0.0,3
550000.0,4,2.0,2.0,8,-122.181,47.7498,9,2015,2670,0.0,2
130000.0,2,1.0,1.0,7,-122.294,47.4007,68,2015,790,0.0,3
765000.0,2,2.0,1.0,7,-122.28,47.6394,48,2014,990,0.0,4
255000.0,3,2.0,1.0,7,-122.184,47.4651,32,2015,1420,0.0,3
439500.0,3,2.0,1.0,8,-122.0,47.47,15,2014,1570,0.0,2
268000.0,3,2.0,1.0,7,-122.187,47.4725,30,2014,1250,0.0,2
985000.0,3,2.0,1.0,7,-122.205,47.6276,3,2015,1700,0.0,3
751305.0,4,2.0,2.0,10,-122.12,47.5529,5,2014,2660,0.0,2
280000.0,3,1.0,2.0,6,-122.274,47.5345,52,2015,1350,0.0,4
304000.0,4,2.0,1.0,7,-122.17,47.4307,32,2014,1110,0.0,3
200000.0,4,3.0,2.0,8,-122.303,47.3541,2,2015,1730,0.0,2
325000.0,3,2.0,1.0,7,-122.055,47.2906,40,2015,1420,0.0,3
736000.0,3,2.0,2.0,8,-122.123,47.6569,28,2015,1540,2.0,2
426500.0,4,2.0,2.0,9,-122.11,47.4356,32,2014,2700,0.0,1
640000.0,2,2.0,1.0,7,-122.34,47.65,42,2014,880,0.0,4
230000.0,5,2.0,2.0,6,-122.337,47.5073,60,2014,1930,0.0,4
366350.0,4,1.0,2.0,6,-122.273,47.5354,52,2015,1680,0.0,4
365000.0,2,1.0,1.0,6,-122.361,47.4646,63,2015,910,0.0,4
482000.0,4,2.0,2.0,8,-122.206,47.728,22,2015,2240,0.0,2
345000.0,4,1.0,2.0,7,-122.17,47.4604,32,2014,1980,0.0,3
682000.0,3,2.0,2.0,8,-122.311,47.6051,54,2014,1830,2.0,4
657500.0,3,2.0,1.0,6,-122.203,47.6643,21,2014,980,0.0,4
895000.0,6,2.0,2.0,8,-122.284,47.5719,59,2015,3550,0.0,4
425000.0,3,2.0,1.0,7,-122.274,47.5391,52,2015,920,0.0,4
532500.0,4,2.0,2.0,8,-122.116,47.5931,7,2014,2040,0.0,2
540000.0,4,2.0,2.0,9,-122.204,47.7366,9,2014,2329,0.0,2
578000.0,3,2.0,2.0,8,-122.162,47.5541,5,2014,1790,0.0,2
1090000.0,3,3.0,2.0,8,-122.283,47.5694,52,2015,1840,3.0,4
322500.0,3,1.0,1.0,7,-122.072,47.7429,39,2014,1160,0.0,3
140000.0,3,1.0,1.0,7,-122.317,47.3217,2,2015,1000,0.0,3
485000.0,3,2.0,1.0,8,-122.088,47.389,26,2014,1820,0.0,2
575000.0,2,2.0,2.0,8,-122.044,47.3351,8,2014,1440,0.0,2
421000.0,3,2.0,2.0,8,-122.286,47.4326,67,2014,2890,0.0,1
355000.0,4,2.0,1.0,7,-122.347,47.5309,44,2015,1200,0.0,3
515000.0,4,2.0,2.0,8,-122.202,47.7355,9,2015,2200,0.0,2
309000.0,3,1.0,1.0,7,-122.369,47.5063,60,2015,1300,0.0,3
815000.0,5,2.0,2.0,10,-122.155,47.65,4,2015,2530,0.0,3
285000.0,3,1.0,1.0,7,-122.323,47.724,55,2014,1160,0.0,3
700000.0,3,2.0,2.0,8,-122.36,47.6776,51,2014,2100,0.0,4
289000.0,3,2.0,2.0,7,-122.041,47.3643,23,2015,1490,0.0,2
458000.0,4,3.0,2.0,7,-122.056,47.7509,39,2014,3280,0.0,2
230000.0,3,2.0,1.0,8,-122.385,47.3093,13,2014,1450,0.0,2
432500.0,3,2.0,1.0,7,-122.34,47.7715,57,2014,1420,0.0,3
288000.0,3,2.0,1.0,7,-121.77,47.4448,27,2014,1040,0.0,2
354000.0,3,2.0,1.0,7,-122.095,47.7412,36,2014,1260,0.0,3
119500.0,3,1.0,1.0,6,-121.983,47.7346,11,2014,1170,0.0,2
805000.0,4,3.0,1.0,9,-122.132,47.56,5,2014,2020,0.0,2
435000.0,3,2.0,3.0,7,-122.357,47.7027,57,2014,1420,0.0,1
260000.0,3,2.0,1.0,7,-122.264,47.3087,0,2014,1630,0.0,2
377000.0,4,2.0,1.0,6,-122.338,47.7744,57,2015,900,0.0,4
602000.0,4,2.0,2.0,8,-121.999,47.5719,17,2015,2000,0.0,2
530000.0,3,2.0,1.0,7,-122.412,47.5734,50,2014,960,0.0,4
525000.0,4,2.0,1.0,7,-122.375,47.6886,51,2015,770,0.0,4
250000.0,2,2.0,2.0,7,-122.315,47.768,62,2014,890,0.0,1
681000.0,3,1.0,2.0,7,-122.281,47.5677,52,2014,1700,0.0,4
625000.0,3,2.0,1.0,8,-122.29,47.706,55,2014,1580,0.0,3
448500.0,3,2.0,2.0,8,-122.286,47.5412,52,2015,2080,0.0,1
260000.0,3,2.0,1.0,6,-122.347,47.5113,60,2014,1030,0.0,4
538000.0,3,2.0,1.0,7,-122.118,47.5862,7,2014,1020,0.0,3
385500.0,3,2.0,1.0,7,-122.217,47.7605,9,2014,1120,0.0,3
428400.0,4,2.0,2.0,9,-122.028,47.3768,23,2014,2650,0.0,1
346290.0,4,3.0,2.0,8,-122.014,47.1896,12,2014,2690,0.0,1
587000.0,4,3.0,2.0,9,-122.017,47.5994,38,2015,2210,0.0,1
355000.0,4,2.0,2.0,7,-122.182,47.4811,31,2014,2390,0.0,1
650000.0,5,3.0,1.0,8,-122.139,47.6208,6,2015,1480,0.0,3
340000.0,4,2.0,2.0,7,-122.183,47.4799,31,2014,2160,0.0,1
565000.0,4,2.0,1.0,8,-122.152,47.6623,28,2014,1430,0.0,3
630000.0,4,2.0,2.0,7,-122.293,47.5787,59,2015,2000,0.0,4
227000.0,3,1.0,1.0,6,-121.996,47.2094,12,2014,1280,0.0,4
600000.0,4,3.0,1.0,8,-122.144,47.6745,28,2014,1640,0.0,2
540400.0,4,2.0,1.0,8,-122.113,47.64100000000001,7,2015,1680,0.0,3
569000.0,3,2.0,2.0,8,-122.188,47.6952,21,2014,2150,0.0,2
735000.0,3,2.0,2.0,9,-121.992,47.5527,17,2014,2820,0.0,1
434000.0,3,2.0,1.0,7,-122.225,47.7305,22,2014,1210,0.0,2
578888.0,2,2.0,1.0,7,-122.337,47.6626,42,2015,1000,0.0,4
465425.0,4,3.0,1.0,7,-122.139,47.775,36,2014,2430,0.0,3
280500.0,4,3.0,2.0,8,-122.337,47.3078,13,2015,1590,0.0,2
539950.0,2,2.0,1.0,9,-122.003,47.5545,17,2015,1670,0.0,1
406430.0,3,2.0,1.0,7,-122.036,47.5951,38,2014,1380,0.0,3
1150000.0,4,4.0,2.0,11,-122.067,47.669,29,2015,4160,0.0,2
250000.0,3,2.0,2.0,8,-122.195,47.4102,19,2014,1790,0.0,2
266000.0,3,2.0,1.0,7,-122.177,47.3491,18,2014,1460,0.0,2
258000.0,3,2.0,1.0,7,-122.154,47.434,32,2014,1390,0.0,2
472000.0,3,2.0,1.0,8,-122.271,47.7584,62,2014,1200,2.0,3
530000.0,3,2.0,2.0,8,-122.279,47.6694,43,2014,1264,0.0,1
302282.0,2,1.0,2.0,7,-122.313,47.6058,54,2014,1095,0.0,4
370000.0,2,1.0,1.0,6,-122.384,47.5282,58,2015,750,0.0,4
625000.0,4,2.0,2.0,7,-122.28,47.6714,43,2014,1170,0.0,4
142500.0,1,1.0,1.0,5,-122.225,47.3109,1,2015,690,0.0,4
334000.0,3,2.0,1.0,7,-122.334,47.7569,57,2015,1400,0.0,3
362000.0,5,3.0,2.0,7,-122.291,47.5622,52,2014,1810,0.0,1
181000.0,2,1.0,1.0,7,-122.306,47.5798,59,2015,950,0.0,4
241500.0,3,1.0,1.0,7,-122.301,47.2738,2,2014,1400,0.0,3
245000.0,3,2.0,1.0,7,-122.175,47.3594,18,2015,1180,0.0,3
227500.0,3,1.0,1.0,7,-122.111,47.3626,26,2015,1150,0.0,3
158550.0,5,2.0,2.0,7,-122.288,47.3839,20,2014,1710,0.0,3
450000.0,3,2.0,1.0,7,-122.222,47.7262,22,2014,1130,0.0,3
485000.0,3,2.0,1.0,7,-122.186,47.7282,22,2015,1950,0.0,3
353000.0,4,2.0,1.0,7,-122.073,47.7419,39,2014,1780,0.0,3
500000.0,4,3.0,2.0,8,-122.235,47.7721,16,2015,2450,0.0,1
360000.0,1,2.0,2.0,7,-122.304,47.3291,2,2014,1560,0.0,4
357500.0,3,2.0,1.0,7,-122.157,47.4755,33,2015,1540,0.0,3
272000.0,3,2.0,2.0,7,-121.912,47.6553,10,2014,1650,0.0,1
422000.0,3,1.0,1.0,7,-122.308,47.7304,55,2015,1160,0.0,3
365000.0,2,2.0,1.0,7,-122.159,47.7648,36,2014,1440,0.0,2
450000.0,3,2.0,1.0,8,-122.295,47.7591,62,2014,1610,0.0,3
275053.0,2,1.0,1.0,6,-122.327,47.7412,62,2014,1060,0.0,4
1880000.0,3,3.0,1.0,9,-122.228,47.6144,24,2014,2620,1.0,4
725000.0,3,2.0,1.0,7,-122.205,47.6023,3,2015,960,0.0,3
235000.0,3,2.0,1.0,7,-122.179,47.3764,18,2014,1500,0.0,2
510000.0,2,1.0,1.0,5,-122.284,47.7076,55,2014,820,0.0,4
489950.0,2,1.0,1.0,5,-122.284,47.7076,55,2015,820,0.0,4
463000.0,3,2.0,2.0,8,-122.197,47.732,22,2014,2010,0.0,1
536000.0,4,2.0,2.0,8,-121.995,47.5712,17,2014,1990,0.0,2
375000.0,4,2.0,2.0,8,-122.294,47.2612,2,2014,2990,0.0,1
630000.0,4,2.0,2.0,9,-122.236,47.7034,22,2014,2540,0.0,1
362000.0,3,2.0,1.0,7,-122.332,47.4476,61,2014,1140,0.0,3
350000.0,4,3.0,1.0,9,-122.332,47.3381,2,2015,1490,2.0,2
1690000.0,4,4.0,2.0,11,-122.212,47.6462,3,2014,4020,0.0,1
255000.0,3,2.0,1.0,6,-122.335,47.4809,63,2015,1390,0.0,4
269000.0,4,2.0,1.0,7,-122.211,47.3262,1,2014,1088,0.0,2
370000.0,4,3.0,2.0,7,-122.203,47.4871,30,2014,2130,0.0,4
270000.0,3,1.0,1.0,7,-122.125,47.4852,33,2015,1130,0.0,3
265000.0,3,2.0,1.0,7,-122.001,47.2132,12,2015,1690,0.0,1
487000.0,2,1.0,1.0,7,-122.382,47.6901,51,2015,960,0.0,4
835000.0,4,3.0,2.0,10,-122.063,47.6346,37,2014,3270,0.0,1
850000.0,4,3.0,1.0,9,-121.966,47.5435,15,2014,2200,0.0,1
575000.0,4,3.0,1.0,7,-122.198,47.7024,21,2014,1020,0.0,2
335000.0,3,1.0,1.0,7,-122.184,47.7193,22,2014,950,0.0,3
318000.0,3,1.0,1.0,6,-122.307,47.7601,62,2014,1010,0.0,4
510000.0,3,2.0,1.0,7,-122.046,47.5356,15,2015,1420,0.0,2
242500.0,3,2.0,1.0,7,-122.153,47.4225,26,2014,1200,0.0,3
750000.0,5,2.0,1.0,7,-122.219,47.5763,25,2014,1010,0.0,3
439900.0,5,4.0,2.0,7,-122.181,47.4792,31,2014,3390,2.0,1
710000.0,2,1.0,2.0,8,-122.369,47.6442,53,2015,1460,0.0,4
435000.0,3,2.0,1.0,8,-122.197,47.7726,9,2014,1630,0.0,2
874000.0,4,3.0,1.0,7,-122.263,47.6723,49,2014,1560,1.0,4
385000.0,4,2.0,1.0,7,-122.289,47.572,59,2014,870,0.0,2
110000.0,2,1.0,1.0,5,-122.214,47.4836,30,2014,760,0.0,4
477000.0,3,2.0,1.0,7,-122.197,47.7357,9,2014,1210,0.0,2
500000.0,3,2.0,2.0,8,-122.379,47.5222,56,2014,1550,0.0,4
885000.0,4,2.0,2.0,10,-121.971,47.581,38,2014,4090,0.0,1
235000.0,2,1.0,1.0,7,-122.265,47.5071,66,2014,880,0.0,3
210000.0,3,3.0,1.0,7,-122.184,47.365,18,2015,880,0.0,2
320000.0,2,1.0,1.0,6,-122.312,47.5728,59,2015,950,0.0,4
406000.0,3,2.0,1.0,7,-122.181,47.4892,31,2015,1390,0.0,2
350000.0,3,2.0,1.0,8,-122.357,47.4781,63,2014,1220,0.0,3
350000.0,2,1.0,2.0,7,-122.453,47.4491,35,2014,1392,0.0,2
720000.0,4,2.0,2.0,10,-121.867,47.535,34,2014,3340,2.0,1
604700.0,4,3.0,1.0,9,-122.32,47.3566,68,2014,1720,3.0,2
343000.0,3,1.0,2.0,5,-122.036,47.5271,15,2014,1400,0.0,4
558000.0,3,2.0,1.0,8,-122.043,47.6212,37,2014,1280,0.0,2
364000.0,4,1.0,2.0,7,-122.374,47.5216,56,2015,1210,0.0,4
420000.0,3,2.0,1.0,7,-122.272,47.7759,62,2014,1290,0.0,3
450000.0,5,2.0,2.0,7,-122.144,47.5951,6,2015,1870,0.0,3
392000.0,2,2.0,1.0,7,-122.374,47.5375,56,2014,810,0.0,4
100000.0,4,1.0,1.0,5,-122.203,47.4904,30,2014,860,0.0,4
480000.0,3,2.0,3.0,8,-122.352,47.6619,42,2014,1250,2.0,1
212000.0,3,2.0,1.0,7,-122.318,47.3217,2,2014,1060,0.0,3
560000.0,5,2.0,1.0,7,-122.2,47.7372,9,2014,1600,0.0,2
359950.0,5,3.0,2.0,8,-122.167,47.3259,40,2015,2844,0.0,1
535000.0,4,2.0,1.0,7,-122.052,47.7409,39,2014,1330,0.0,2
980000.0,5,4.0,2.0,10,-122.204,47.5201,31,2015,2830,0.0,1
720000.0,2,1.0,2.0,8,-122.329,47.6541,42,2014,1580,2.0,4
619950.0,2,1.0,1.0,7,-122.279,47.6796,49,2014,920,0.0,3
489000.0,3,2.0,2.0,9,-122.088,47.448,32,2014,2260,0.0,2
415000.0,4,2.0,1.0,7,-122.312,47.6833,49,2014,1000,0.0,4
672500.0,4,2.0,2.0,10,-122.051,47.6304,37,2015,2650,0.0,2
352500.0,3,1.0,1.0,7,-122.097,47.6834,28,2014,1000,0.0,2
258750.0,4,2.0,1.0,6,-122.332,47.3282,2,2014,1150,0.0,3
350000.0,3,1.0,1.0,6,-122.351,47.7637,57,2015,1080,0.0,4
152000.0,3,1.0,1.0,7,-122.308,47.363,68,2014,902,0.0,3
378500.0,2,1.0,1.0,7,-122.305,47.6997,49,2014,730,0.0,4
1020000.0,4,2.0,2.0,8,-122.172,47.6634,21,2014,2600,0.0,3
419000.0,3,2.0,1.0,7,-122.134,47.6022,6,2014,1570,0.0,3
895000.0,5,3.0,1.0,9,-122.229,47.5528,25,2014,1970,2.0,3
668500.0,4,2.0,1.0,8,-122.13,47.5617,5,2014,1780,0.0,2
487000.0,2,2.0,2.0,8,-122.165,47.6874,21,2014,1470,0.0,1
538000.0,3,4.0,2.0,8,-122.371,47.4979,60,2014,1970,0.0,2
898000.0,5,2.0,1.0,8,-122.196,47.6348,3,2014,1450,0.0,3
315000.0,4,2.0,1.0,8,-122.309,47.3391,2,2014,2020,0.0,2
800000.0,3,2.0,2.0,7,-122.397,47.5865,50,2015,2100,4.0,4
516130.0,3,2.0,1.0,8,-122.113,47.6183,7,2014,1510,0.0,3
1600000.0,3,2.0,2.0,10,-122.111,47.5894,7,2015,1790,4.0,2
1200000.0,4,2.0,2.0,11,-122.124,47.5588,5,2015,3400,0.0,1
355425.0,4,2.0,1.0,8,-122.311,47.4005,68,2015,1678,2.0,2
1160000.0,3,2.0,2.0,10,-122.303,47.6313,48,2014,2740,2.0,4
689000.0,4,2.0,2.0,7,-122.395,47.5434,58,2014,2020,0.0,3
500000.0,3,3.0,3.0,7,-122.389,47.67,45,2015,1520,0.0,1
430000.0,5,2.0,1.0,8,-122.254,47.3117,0,2014,2300,3.0,3
299500.0,4,2.0,1.0,7,-121.743,47.4629,27,2014,1080,0.0,2
349950.0,4,2.0,2.0,8,-122.164,47.4289,32,2014,2090,0.0,2
1420000.0,5,3.0,2.0,9,-122.204,47.6349,3,2014,3120,0.0,1
998000.0,4,2.0,2.0,9,-122.155,47.5465,5,2014,2910,0.0,2
329000.0,3,1.0,1.0,7,-122.173,47.7423,36,2015,900,0.0,3
575000.0,3,2.0,2.0,8,-122.202,47.6875,21,2014,1720,0.0,2
529900.0,5,2.0,2.0,8,-122.353,47.7515,57,2014,2600,0.0,3
1470000.0,4,2.0,1.0,9,-122.206,47.6367,3,2014,2380,0.0,1
725000.0,4,2.0,1.0,7,-122.196,47.6531,21,2014,1450,0.0,3
286000.0,3,2.0,2.0,8,-122.395,47.3196,13,2014,1680,0.0,2
335000.0,3,2.0,1.0,7,-122.135,47.5731,5,2015,1210,0.0,3
395300.0,3,2.0,1.0,7,-122.146,47.5987,6,2014,1120,0.0,3
510000.0,4,3.0,2.0,8,-121.977,47.7439,11,2014,3020,0.0,1
203000.0,3,1.0,1.0,7,-122.289,47.3791,20,2015,920,0.0,3
248000.0,2,1.0,1.0,6,-122.323,47.7712,62,2014,700,0.0,3
265000.0,3,2.0,2.0,8,-122.349,47.2906,13,2015,2540,0.0,2
1000000.0,4,2.0,2.0,8,-122.336,47.6497,42,2015,2100,0.0,4
1000000.0,3,1.0,2.0,7,-122.29,47.7213,55,2015,1540,0.0,4
241400.0,3,2.0,1.0,7,-122.011,47.3287,8,2015,1420,0.0,2
309950.0,4,2.0,1.0,7,-122.182,47.4546,32,2015,1450,0.0,3
294010.0,3,2.0,1.0,6,-122.351,47.5291,44,2014,830,0.0,4
345000.0,3,2.0,2.0,8,-122.046,47.6233,37,2014,1920,0.0,2
625000.0,3,2.0,2.0,8,-122.046,47.6233,37,2015,1920,0.0,2
660000.0,4,2.0,2.0,8,-122.039,47.5962,38,2014,2510,0.0,1
559000.0,2,2.0,1.0,8,-122.031,47.7094,29,2015,1660,0.0,1
866000.0,4,3.0,2.0,9,-122.026,47.6784,29,2014,3990,0.0,1
770000.0,3,2.0,2.0,8,-122.31,47.639,48,2014,1810,0.0,4
259950.0,3,2.0,1.0,7,-122.219,47.3786,18,2014,1350,0.0,3
352000.0,5,3.0,1.0,7,-122.222,47.3807,18,2015,1710,0.0,3
395000.0,3,2.0,1.0,7,-122.227,47.7239,22,2014,1590,0.0,3
276500.0,4,2.0,2.0,6,-122.332,47.4888,64,2015,1400,0.0,4
530000.0,3,2.0,2.0,8,-121.883,47.5342,14,2014,1880,0.0,2
798000.0,4,3.0,2.0,10,-122.13,47.5902,7,2014,3500,0.0,2
380000.0,2,2.0,1.0,8,-122.205,47.714,22,2014,1370,0.0,2
350000.0,4,2.0,2.0,8,-122.015,47.1895,12,2014,2810,0.0,1
325000.0,3,2.0,2.0,8,-122.182,47.3972,19,2014,2220,0.0,2
336000.0,3,2.0,2.0,8,-122.154,47.3885,26,2015,2110,0.0,2
286900.0,3,2.0,1.0,7,-122.073,47.3438,26,2014,1440,0.0,3
472000.0,5,2.0,1.0,8,-122.12,47.6946,28,2014,1330,0.0,2
263000.0,3,2.0,2.0,7,-122.046,47.3617,23,2014,1410,0.0,2
565000.0,3,3.0,1.0,7,-122.375,47.5696,56,2014,1110,2.0,3
765000.0,3,2.0,2.0,10,-122.113,47.5597,5,2014,2700,0.0,2
1520000.0,3,2.0,1.0,8,-122.076,47.5789,38,2014,2610,4.0,3
405000.0,3,2.0,1.0,7,-122.199,47.7103,22,2014,830,0.0,2
1100000.0,4,4.0,2.0,11,-121.968,47.5859,38,2015,4570,0.0,1
555000.0,3,3.0,1.0,10,-122.087,47.308,40,2014,2640,0.0,2
305000.0,3,2.0,2.0,8,-122.188,47.4491,30,2015,1610,0.0,1
289950.0,3,2.0,1.0,7,-122.316,47.39100000000001,68,2014,1390,0.0,2
487500.0,5,4.0,2.0,7,-121.905,47.7309,11,2014,2380,0.0,1
96500.0,3,1.0,1.0,6,-122.343,47.3281,13,2014,840,0.0,3
185000.0,3,1.0,1.0,6,-122.343,47.3281,13,2015,840,0.0,3
150550.0,4,1.0,2.0,7,-122.289,47.4819,64,2014,1470,0.0,4
339000.0,4,2.0,2.0,6,-122.348,47.5308,44,2014,1970,0.0,4
675000.0,4,2.0,1.0,8,-122.279,47.7065,55,2015,1280,1.0,4
615000.0,3,2.0,1.0,7,-122.287,47.5747,59,2014,960,0.0,4
837500.0,4,2.0,2.0,8,-122.198,47.6861,21,2014,2700,0.0,2
250000.0,2,1.0,1.0,5,-122.237,47.7494,16,2014,950,0.0,4
583000.0,3,2.0,2.0,8,-122.045,47.6169,37,2014,1790,0.0,2
499000.0,3,2.0,3.0,8,-122.318,47.6776,49,2014,1610,0.0,1
550000.0,3,2.0,2.0,8,-122.382,47.5103,60,2014,2290,0.0,1
400000.0,4,2.0,1.0,7,-121.933,47.28100000000001,12,2014,2170,0.0,2
990400.0,3,2.0,2.0,9,-122.2,47.5983,3,2015,2100,0.0,1
600000.0,3,2.0,2.0,8,-122.068,47.587,38,2014,2320,0.0,3
325000.0,2,1.0,1.0,6,-122.291,47.76300000000001,62,2015,1120,0.0,3
265000.0,3,2.0,2.0,7,-122.036,47.3487,23,2014,1530,0.0,2
1620000.0,3,2.0,1.0,9,-122.27,47.6605,43,2015,1770,3.0,3
347500.0,3,2.0,1.0,7,-122.274,47.7652,62,2015,1180,0.0,3
629000.0,5,2.0,2.0,7,-122.352,47.6864,42,2015,1470,0.0,4
1090000.0,2,2.0,2.0,9,-122.227,47.5835,25,2014,2360,0.0,1
397500.0,4,2.0,2.0,8,-122.045,47.3736,23,2014,2570,0.0,2
404500.0,2,1.0,2.0,7,-122.307,47.5949,59,2014,1270,0.0,4
225000.0,3,2.0,1.0,7,-122.215,47.3719,18,2014,1250,0.0,3
267000.0,3,2.0,1.0,8,-122.374,47.2988,13,2015,1610,0.0,2
800000.0,4,4.0,2.0,9,-122.372,47.6418,53,2014,2120,3.0,4
339000.0,4,2.0,2.0,8,-122.284,47.3504,0,2015,2900,0.0,1
1850000.0,4,2.0,1.0,11,-122.284,47.7404,62,2015,2370,4.0,2
525000.0,5,1.0,2.0,7,-122.324,47.6605,43,2014,1280,0.0,4
1150000.0,5,4.0,2.0,10,-121.997,47.5396,15,2014,3520,0.0,1
565000.0,1,1.0,2.0,7,-122.385,47.5571,58,2014,1370,0.0,4
387000.0,2,2.0,2.0,8,-122.298,47.5942,59,2014,960,0.0,1
720000.0,4,2.0,2.0,9,-122.044,47.6685,29,2014,2440,0.0,2
1500000.0,4,4.0,2.0,12,-122.107,47.5518,5,2014,3420,2.0,2
235000.0,2,1.0,1.0,6,-122.305,47.7332,55,2014,910,0.0,4
365000.0,2,1.0,1.0,6,-122.305,47.7332,55,2015,910,0.0,4
368250.0,3,2.0,2.0,8,-122.043,47.6191,37,2014,2150,0.0,2
580000.0,3,2.0,2.0,8,-122.043,47.6191,37,2014,2150,0.0,2
1100000.0,4,3.0,2.0,8,-122.225,47.5033,66,2014,2610,4.0,3
215000.0,4,2.0,2.0,7,-122.28,47.3041,0,2015,2130,0.0,1
648000.0,4,2.0,2.0,9,-122.011,47.5672,17,2014,2740,0.0,2
705000.0,4,3.0,2.0,9,-122.018,47.5959,38,2014,3150,0.0,1
465000.0,3,2.0,2.0,8,-122.365,47.6685,45,2015,1180,0.0,1
650000.0,5,2.0,2.0,8,-122.356,47.6762,42,2014,1900,0.0,4
335000.0,4,2.0,1.0,7,-122.332,47.4182,68,2014,1140,0.0,3
640000.0,4,2.0,2.0,8,-122.122,47.7713,36,2015,2310,0.0,2
638250.0,4,2.0,2.0,9,-122.03,47.6262,37,2015,2460,0.0,2
1460000.0,4,4.0,2.0,12,-122.217,47.5331,25,2014,3640,2.0,2
375000.0,4,2.0,2.0,7,-122.307,47.5533,46,2015,1620,0.0,4
842000.0,4,2.0,1.0,8,-122.217,47.5685,25,2014,2170,0.0,3
499950.0,3,2.0,1.0,8,-122.35,47.7707,57,2014,1710,0.0,3
810000.0,4,2.0,2.0,11,-122.05,47.6398,37,2015,3280,3.0,2
310000.0,5,2.0,2.0,7,-122.095,47.74100000000001,36,2015,2900,0.0,3
730000.0,3,2.0,1.0,9,-122.349,47.6994,42,2014,1540,0.0,1
637800.0,4,2.0,2.0,7,-122.292,47.6738,49,2014,1420,0.0,4
225000.0,3,1.0,2.0,5,-122.209,47.477,30,2015,1340,0.0,4
417500.0,4,1.0,2.0,7,-122.359,47.7248,65,2014,1390,0.0,4
